country,order_value_eur,cost,date,category,customer_name,sales_manager,sales_rep,device_type,order_id
Netherlands,43008.69,34458.56,2019-07-19,Appliances,Stamm-Zulauf,Denice Amberg,Nero Harbisher,Pc,99-9093075
France,154936.24,135739.64,2020-06-29,Books,Friesen-Rath,Othello Bowes,Ora Grennan,Pc,65-2631885
Sweden,115339.49,100691.37,2019-09-03,Outdoors,"Farrell, Swaniawski And Crist",Maxie Marrow,Madelon Bront,Mobile,03-4651559
France,65254.5,53919.79,2019-06-17,Games,"Rowe, Hermiston And Kessler",Othello Bowes,Maighdiln Upcraft,Pc,91-6673445
Netherlands,50241.47,43443.8,2020-10-17,Books,"Schmitt, Purdy And Johnson",Denice Amberg,Nero Harbisher,Tablet,62-1501210
Uk,304337.49,261730.24,2019-12-04,Clothing,Wunsch Llc,Jessamine Apark,Genevra Charrisson,Pc,29-0072186
Bulgaria,95960.77,76519.12,2020-10-11,Books,Hessel-Stiedemann,Charil Alpe,Bernadine Fullagar,Pc,06-5115020
Sweden,152522.94,122399.66,2020-04-11,Outdoors,Hane Inc,Maxie Marrow,Madelon Bront,Pc,22-6046651
Sweden,63196.98,54671.71,2019-04-18,Smartphones,"Spencer, Rogahn And Muller",Maxie Marrow,Caro Morfield,Pc,71-6499815
Sweden,83119.87,69604.58,2019-01-29,Clothing,O'Connell-Mitchell,Maxie Marrow,Alyosha Meah,Pc,81-1454737
France,75483.45,60077.28,2019-12-03,Appliances,Johns And Sons,Othello Bowes,Ora Grennan,Pc,26-0092767
Ireland,65397.28,53920.06,2020-03-20,Outdoors,Baumbach Group,Glenine Suttaby,Bunnie Tonbridge,Mobile,74-6211038
France,48890.14,41180.16,2019-05-20,Clothing,Johns And Sons,Othello Bowes,Ora Grennan,Pc,85-5544928
France,80839.75,63936.16,2020-05-21,Games,Goldner-Dibbert,Othello Bowes,Crysta Halls,Pc,00-6227453
Ireland,79375.17,64532.01,2020-02-09,Beauty,Hessel-Stiedemann,Glenine Suttaby,Bunnie Tonbridge,Mobile,70-5224180
Bulgaria,158011.3,137390.83,2019-11-27,Beauty,"Jacobson, Marvin And Brown",Charil Alpe,Bernadine Fullagar,Pc,40-8287610
Portugal,155766.23,131529.0,2020-05-27,Games,Romaguera-Haley,Celine Tumasian,Aurelie Wren,Pc,49-7876403
France,19366.75,15857.49,2020-03-28,Games,Wisoky Inc,Othello Bowes,Avrit Chanders,Pc,01-6107437
France,45481.24,37317.36,2019-10-25,Smartphones,Wiza And Sons,Othello Bowes,Crysta Halls,Pc,13-6163562
Sweden,152747.92,130614.75,2020-05-03,Appliances,Armstrong-Little,Maxie Marrow,Anita Woakes,Pc,41-0722740
Sweden,255216.0,211446.46,2019-12-28,Clothing,"Jacobson, Marvin And Brown",Maxie Marrow,Tarrah Castelletti,Pc,65-4008552
Portugal,154858.0,135376.86,2020-07-22,Games,"Dickinson, Hyatt And Berge",Celine Tumasian,Smitty Culverhouse,Pc,72-4825752
France,250488.42,214142.55,2020-06-13,Appliances,Goldner-Dibbert,Othello Bowes,Amelina Piscopiello,Pc,18-2580592
Sweden,115151.22,91430.07,2020-10-25,Appliances,"Farrell, Swaniawski And Crist",Maxie Marrow,Madelon Bront,Pc,14-1283254
Sweden,57347.48,50041.41,2020-08-12,Beauty,Johns And Sons,Maxie Marrow,Madelon Bront,Pc,79-4826735
Portugal,74790.02,64992.53,2020-06-19,Beauty,Corwin And Sons,Celine Tumasian,Corene Shirer,Pc,82-2840501
France,72749.07,59108.62,2019-01-20,Smartphones,Johns And Sons,Othello Bowes,Amelina Piscopiello,Pc,19-0320558
Bulgaria,128235.65,103024.52,2020-09-20,Books,"Dickinson, Hyatt And Berge",Charil Alpe,Shermy Mcgready,Pc,57-0945292
Sweden,79088.7,67415.21,2020-05-24,Beauty,Mcglynn-Prosacco,Maxie Marrow,Tarrah Castelletti,Pc,01-6573793
Uk,124537.47,105881.76,2019-09-24,Clothing,Hilll-Vandervort,Jessamine Apark,Winny Agnolo,Pc,63-0694419
Sweden,161192.45,135965.83,2019-07-04,Clothing,Wisoky Inc,Maxie Marrow,Tarrah Castelletti,Pc,24-2442637
France,109697.86,89853.52,2019-07-24,Beauty,Considine-Fisher,Othello Bowes,Crysta Halls,Pc,04-8899739
France,57276.26,49223.22,2020-04-04,Appliances,Johns And Sons,Othello Bowes,Amelina Piscopiello,Pc,48-2932903
Netherlands,149956.93,130087.64,2020-10-08,Games,"Spencer, Rogahn And Muller",Denice Amberg,Nero Harbisher,Pc,66-0265458
Italy,127075.41,110924.13,2019-09-24,Clothing,Labadie And Sons,Piggy Roscrigg,Joshua Prevost,Pc,57-6602854
Sweden,28755.32,23938.8,2019-10-10,Books,"Murray, Reichel And Nolan",Maxie Marrow,Madelon Bront,Pc,47-6702070
Portugal,178027.46,144985.56,2020-01-04,Appliances,Wisoky Inc,Celine Tumasian,Corene Shirer,Pc,99-9215178
Bulgaria,152231.86,122303.08,2019-05-08,Smartphones,Smith Group,Charil Alpe,Shermy Mcgready,Pc,39-5953116
Sweden,53957.42,46905.19,2019-05-25,Smartphones,Johns And Sons,Maxie Marrow,Caro Morfield,Pc,71-3278650
Portugal,80474.78,66568.74,2019-05-22,Clothing,"Farrell, Swaniawski And Crist",Celine Tumasian,Hortense Gerring,Pc,38-6891011
Bulgaria,145439.65,123710.97,2020-10-03,Smartphones,Friesen And Sons,Charil Alpe,Bernadine Fullagar,Pc,06-5566367
France,84035.82,71329.6,2020-10-27,Books,Johns And Sons,Othello Bowes,Maighdiln Upcraft,Tablet,30-9025281
Spain,68288.68,56754.72,2020-09-27,Beauty,Johns And Sons,Emalia Dinse,Bertha Walbrook,Pc,80-4161102
Sweden,100578.6,83208.68,2019-01-14,Electronics,Labadie And Sons,Maxie Marrow,Caro Morfield,Pc,96-1388247
France,94925.0,77572.71,2019-09-30,Accessories,Schoen-Keeling,Othello Bowes,Avrit Chanders,Mobile,21-2097342
France,105464.41,84761.75,2019-08-27,Books,"Schmitt, Purdy And Johnson",Othello Bowes,Avrit Chanders,Pc,30-4045249
France,155827.3,126360.36,2019-04-30,Appliances,Hilll-Vandervort,Othello Bowes,Avrit Chanders,Tablet,31-9806848
Portugal,90994.31,72540.66,2020-05-09,Electronics,"Zieme, Bailey And Herzog",Celine Tumasian,Brynn Dempster,Pc,09-7835975
Portugal,32779.67,26800.66,2020-03-22,Outdoors,Kihn Inc,Celine Tumasian,Aurelie Wren,Pc,16-9758497
Bulgaria,40187.99,32508.07,2020-05-22,Games,Friesen-Rath,Charil Alpe,Shermy Mcgready,Pc,54-1058965
Uk,91842.59,73979.21,2019-03-29,Games,Marquardt-Kuvalis,Jessamine Apark,Genevra Charrisson,Pc,84-0565956
Portugal,38494.71,33113.15,2019-02-04,Games,Wisoky Inc,Celine Tumasian,Hortense Gerring,Pc,85-6263705
France,86050.61,75569.65,2020-09-03,Clothing,Mcclure Inc,Othello Bowes,Crysta Halls,Pc,46-4560578
Sweden,36749.51,30101.52,2020-10-15,Games,Hilll-Vandervort,Maxie Marrow,Madelon Bront,Pc,08-5093310
Finland,194531.02,158970.75,2019-07-09,Clothing,"Farrell, Swaniawski And Crist",Hube Corey,Mellicent Mattys,Tablet,21-8525376
France,106730.16,89503.91,2020-07-30,Beauty,"Farrell, Swaniawski And Crist",Othello Bowes,Ora Grennan,Pc,60-0406937
Germany,30177.8,23924.96,2020-10-06,Electronics,"Leffler, Prohaska And Streich",Rickard Doogood,Casie Macbain,Mobile,61-4937643
Portugal,93902.04,80793.31,2020-03-01,Clothing,Tillman And Sons,Celine Tumasian,Aurelie Wren,Pc,94-3251589
Germany,250483.63,217269.5,2020-07-03,Accessories,Considine-Fisher,Rickard Doogood,Casie Macbain,Mobile,48-2124998
Sweden,162142.74,136037.76,2019-01-29,Clothing,Kirlin And Sons,Maxie Marrow,Alyosha Meah,Pc,19-1017922
Denmark,47516.54,38987.32,2020-01-09,Books,Johns And Sons,Modestia Byfford,Cobby Andersen,Pc,51-1141675
Germany,163546.81,133307.0,2019-05-07,Electronics,"Lueilwitz, Kerluke And Lesch",Rickard Doogood,Casie Macbain,Pc,94-2134593
France,35437.89,30412.8,2020-02-03,Clothing,Homenick-Marvin,Othello Bowes,Ora Grennan,Pc,82-0616982
Belgium,122889.28,103042.66,2020-11-27,Smartphones,Labadie And Sons,Lambert Norheny,Collin Mackness,Pc,22-5761330
Luxembourg,26490.47,21168.53,2019-11-04,Appliances,Hessel-Stiedemann,Ilsa Kob,Jocelyn Laurentino,Pc,62-1694462
Uk,173722.59,148063.76,2019-04-09,Games,"Schowalter, Lesch And Beahan",Jessamine Apark,Jay Morefield,Pc,66-2612057
France,76543.36,65819.64,2019-03-21,Accessories,"Hermiston, Simonis And Wisoky",Othello Bowes,Ora Grennan,Pc,01-7655863
Sweden,69626.39,57295.56,2019-06-15,Electronics,"Hamill, Kulas And Roob",Maxie Marrow,Madelon Bront,Pc,06-2196763
France,249915.21,215326.95,2020-12-15,Appliances,Armstrong-Little,Othello Bowes,Crysta Halls,Pc,84-4465649
Portugal,55790.71,48783.4,2020-10-08,Appliances,Johns And Sons,Celine Tumasian,Corene Shirer,Pc,63-6767584
Netherlands,77896.83,62714.74,2020-03-13,Clothing,Dibbert Inc,Denice Amberg,Nero Harbisher,Pc,75-7443241
Portugal,104391.93,86770.57,2020-01-04,Beauty,"Murray, Reichel And Nolan",Celine Tumasian,Brynn Dempster,Pc,34-8182639
Portugal,57115.99,48976.96,2019-03-27,Books,"Lind, Mueller And Stoltenberg",Celine Tumasian,Aurelie Wren,Mobile,53-3803984
France,74685.85,59166.13,2020-05-23,Games,"Lubowitz, Mclaughlin And Erdman",Othello Bowes,Avrit Chanders,Pc,68-0176456
France,74103.82,64811.2,2020-01-02,Appliances,Johns And Sons,Othello Bowes,Ora Grennan,Pc,63-7370049
France,176190.16,142273.55,2019-09-02,Appliances,Johns And Sons,Othello Bowes,Maighdiln Upcraft,Pc,03-3461826
Sweden,185778.3,154734.75,2020-06-25,Electronics,"Jacobson, Marvin And Brown",Maxie Marrow,Tarrah Castelletti,Pc,76-5888381
France,212521.26,172014.71,2019-06-20,Books,Johns And Sons,Othello Bowes,Crysta Halls,Pc,43-7357498
France,40148.49,31954.18,2019-02-02,Electronics,Hane Inc,Othello Bowes,Amelina Piscopiello,Pc,88-8981595
Portugal,157942.65,136620.39,2020-06-23,Electronics,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,Pc,95-6123269
Netherlands,172453.1,145688.38,2020-06-24,Outdoors,Kirlin And Sons,Denice Amberg,Nero Harbisher,Pc,60-6986682
France,203604.46,175344.16,2019-06-26,Electronics,Kirlin And Sons,Othello Bowes,Crysta Halls,Mobile,29-5478106
Sweden,251587.2,201848.41,2019-06-14,Smartphones,"Schowalter, Lesch And Beahan",Maxie Marrow,Alyosha Meah,Mobile,49-2256360
Sweden,19930.04,16543.93,2019-03-09,Smartphones,Johns And Sons,Maxie Marrow,Anita Woakes,Tablet,59-2480731
Bulgaria,149372.32,130611.16,2020-12-20,Electronics,"Abbott, Roberts And Torp",Charil Alpe,Shermy Mcgready,Mobile,63-6848448
Sweden,25907.52,22454.05,2019-02-19,Books,"Farrell, Swaniawski And Crist",Maxie Marrow,Alyosha Meah,Pc,14-5110197
Portugal,64762.89,54238.92,2019-02-06,Electronics,Schoen-Keeling,Celine Tumasian,Hortense Gerring,Pc,42-2646312
Finland,65211.07,56883.62,2020-10-28,Games,Hilll-Vandervort,Hube Corey,Mellicent Mattys,Pc,60-8083173
Spain,42475.6,35802.68,2019-02-13,Books,Johns And Sons,Emalia Dinse,Perri Aldersley,Pc,76-1827989
Portugal,172340.86,136562.9,2020-04-09,Beauty,Tromp Llc,Celine Tumasian,Hortense Gerring,Pc,36-4321653
Ireland,165709.19,138102.04,2020-10-09,Smartphones,Considine-Fisher,Glenine Suttaby,Bunnie Tonbridge,Pc,18-7046062
Italy,118409.59,96030.18,2020-10-06,Games,"Bashirian, Okuneva And Bechtelar",Piggy Roscrigg,Joshua Prevost,Pc,73-4380400
France,58416.11,48076.46,2020-05-16,Appliances,Stehr Llc,Othello Bowes,Maighdiln Upcraft,Pc,47-5051773
France,78629.19,63359.4,2019-02-21,Appliances,Johns And Sons,Othello Bowes,Amelina Piscopiello,Mobile,92-3687989
Sweden,64842.92,56439.28,2019-09-29,Appliances,Larkin-Collier,Maxie Marrow,Alyosha Meah,Mobile,60-9753536
Belgium,76183.74,61617.41,2019-06-03,Clothing,"Hermiston, Simonis And Wisoky",Lambert Norheny,Collin Mackness,Mobile,39-5658730
Sweden,131839.16,115372.45,2020-04-27,Books,Mcglynn-Prosacco,Maxie Marrow,Madelon Bront,Pc,73-8632957
Portugal,147092.62,117806.48,2020-10-31,Clothing,"Fisher, Morar And Skiles",Celine Tumasian,Hortense Gerring,Pc,16-0987104
Finland,62011.86,49324.23,2019-01-17,Beauty,Johns And Sons,Hube Corey,Mellicent Mattys,Tablet,76-0164425
Portugal,56763.04,47663.92,2019-08-11,Smartphones,Kirlin And Sons,Celine Tumasian,Aurelie Wren,Mobile,87-7908481
Portugal,78057.96,67161.07,2020-11-29,Beauty,"Swaniawski, Runolfsson And Green",Celine Tumasian,Hortense Gerring,Tablet,30-7149594
Uk,96358.45,80700.2,2019-06-12,Outdoors,Stamm-Zulauf,Jessamine Apark,Genevra Charrisson,Pc,75-7848944
France,40535.64,35480.85,2019-01-13,Electronics,Kihn Inc,Othello Bowes,Crysta Halls,Pc,72-2796883
France,96795.99,81395.75,2019-06-21,Appliances,Connelly-Mohr,Othello Bowes,Avrit Chanders,Pc,32-3124563
Portugal,122035.93,97897.22,2020-06-21,Accessories,Larkin-Collier,Celine Tumasian,Aurelie Wren,Pc,83-7592334
Sweden,89502.53,72488.1,2020-10-31,Clothing,Gleichner-Green,Maxie Marrow,Tarrah Castelletti,Pc,61-3721294
Portugal,223233.32,179100.09,2019-06-28,Games,Romaguera-Dietrich,Celine Tumasian,Corene Shirer,Pc,43-8355995
Finland,33190.03,28397.39,2020-08-18,Electronics,Homenick-Marvin,Hube Corey,Wat Bowkley,Tablet,49-2458036
Portugal,82357.57,65474.27,2019-02-19,Books,Kihn Inc,Celine Tumasian,Aurelie Wren,Pc,13-9607758
Ireland,46857.77,39116.87,2020-06-19,Games,Johns And Sons,Glenine Suttaby,Palm Wetherald,Mobile,61-0888460
Uk,178560.1,150383.32,2020-07-02,Books,O'Connell-Mitchell,Jessamine Apark,Winny Agnolo,Mobile,25-2616039
Sweden,173944.47,139729.59,2020-09-11,Books,Johns And Sons,Maxie Marrow,Madelon Bront,Pc,46-2962443
Uk,176662.26,146859.34,2020-06-28,Electronics,Friesen-Rath,Jessamine Apark,Genevra Charrisson,Pc,44-9908550
France,133754.65,106147.69,2020-09-18,Games,Armstrong-Little,Othello Bowes,Ora Grennan,Pc,52-3150154
Bulgaria,159294.28,130605.38,2020-08-09,Clothing,"Hamill, Kulas And Roob",Charil Alpe,Shermy Mcgready,Pc,37-9761957
France,123562.02,102927.16,2020-04-22,Clothing,Mcglynn-Bergstrom,Othello Bowes,Amelina Piscopiello,Pc,67-6072579
France,33013.08,26743.9,2020-11-28,Electronics,Romaguera-Dietrich,Othello Bowes,Amelina Piscopiello,Pc,89-0300778
Portugal,105340.85,87285.43,2020-08-18,Books,"Farrell, Swaniawski And Crist",Celine Tumasian,Brynn Dempster,Pc,80-1894360
Spain,127143.54,105033.28,2019-10-03,Electronics,"Murray, Reichel And Nolan",Emalia Dinse,Bertha Walbrook,Pc,58-2235320
Portugal,56570.64,46993.23,2020-10-05,Books,Stamm Inc,Celine Tumasian,Smitty Culverhouse,Pc,68-9875936
France,75522.66,60448.34,2019-03-13,Smartphones,Corwin And Sons,Othello Bowes,Crysta Halls,Pc,75-8968627
Portugal,87085.71,76548.34,2020-08-27,Outdoors,West-Cummings,Celine Tumasian,Smitty Culverhouse,Pc,86-9456489
Uk,290010.79,234444.72,2019-12-25,Smartphones,Smith Group,Jessamine Apark,Genevra Charrisson,Pc,02-1124101
Luxembourg,256603.66,209799.15,2019-07-27,Smartphones,O'Connell-Mitchell,Ilsa Kob,Jocelyn Laurentino,Tablet,85-9787047
Uk,126074.62,100027.6,2020-11-07,Books,Gislason-Stanton,Jessamine Apark,Winny Agnolo,Pc,60-7663173
Sweden,94085.5,77498.23,2020-01-19,Electronics,"Zieme, Bailey And Herzog",Maxie Marrow,Caro Morfield,Pc,34-1570975
Portugal,159216.47,137419.74,2020-06-26,Games,Johns And Sons,Celine Tumasian,Smitty Culverhouse,Pc,57-9765345
Portugal,74958.46,65806.03,2020-08-05,Electronics,Hessel-Stiedemann,Celine Tumasian,Smitty Culverhouse,Pc,31-8846200
Sweden,83897.88,69559.73,2019-03-18,Appliances,Franecki-White,Maxie Marrow,Anita Woakes,Mobile,48-6452102
Sweden,133055.04,105366.29,2019-11-10,Books,Hegmann Group,Maxie Marrow,Tarrah Castelletti,Pc,85-9541179
Sweden,94115.99,75669.26,2019-09-16,Appliances,"Swaniawski, Runolfsson And Green",Maxie Marrow,Tarrah Castelletti,Pc,93-2085046
Finland,125851.79,103777.39,2020-11-15,Games,Wunsch Llc,Hube Corey,Mellicent Mattys,Pc,03-6962760
Netherlands,60917.85,52736.58,2019-02-17,Smartphones,Smith Group,Denice Amberg,Nero Harbisher,Pc,15-3241183
France,101318.72,86657.9,2019-04-13,Games,Hilll-Vandervort,Othello Bowes,Maighdiln Upcraft,Pc,54-5705354
Portugal,131610.37,106406.98,2020-04-30,Beauty,O'Connell-Mitchell,Celine Tumasian,Corene Shirer,Pc,29-1888759
France,235042.75,187446.59,2019-12-25,Books,"Christiansen, Donnelly And Bechtelar",Othello Bowes,Maighdiln Upcraft,Pc,12-3815754
Ireland,58921.31,51715.23,2020-12-13,Games,Johns And Sons,Glenine Suttaby,Bunnie Tonbridge,Pc,30-4823900
Portugal,101846.87,88066.99,2019-01-07,Clothing,Corwin And Sons,Celine Tumasian,Aurelie Wren,Pc,72-9074281
France,95307.21,78533.14,2020-03-26,Books,Armstrong-Little,Othello Bowes,Amelina Piscopiello,Pc,52-0213558
France,232217.05,191439.74,2019-06-20,Beauty,Hessel-Stiedemann,Othello Bowes,Maighdiln Upcraft,Mobile,19-6334792
Portugal,75912.59,60145.55,2019-10-14,Outdoors,Wisoky Inc,Celine Tumasian,Corene Shirer,Mobile,35-4712641
Portugal,57367.93,46255.76,2019-10-28,Clothing,Friesen-Rath,Celine Tumasian,Aurelie Wren,Mobile,03-3542738
Portugal,158240.24,136561.33,2020-11-23,Books,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,Pc,81-9457605
Portugal,97291.62,76899.3,2020-01-02,Clothing,Johns And Sons,Celine Tumasian,Hortense Gerring,Pc,63-0813030
Portugal,83904.32,69011.3,2020-06-07,Games,"Hartmann, Hane And Pfannerstill",Celine Tumasian,Corene Shirer,Pc,00-7326184
Uk,133696.86,109310.55,2020-01-27,Books,Hilll-Vandervort,Jessamine Apark,Winny Agnolo,Pc,22-0156233
Uk,146076.81,123230.4,2019-07-27,Appliances,Johns And Sons,Jessamine Apark,Genevra Charrisson,Pc,94-0623186
France,56118.05,47711.57,2020-03-02,Beauty,Altenwerth-Konopelski,Othello Bowes,Amelina Piscopiello,Pc,08-0446109
France,46296.26,40319.41,2020-05-15,Games,Wisoky Inc,Othello Bowes,Amelina Piscopiello,Tablet,77-3489084
Belgium,118061.05,101131.1,2020-07-02,Appliances,Johns And Sons,Lambert Norheny,Collin Mackness,Mobile,59-2117058
Finland,74480.56,60023.88,2020-03-06,Clothing,Homenick-Marvin,Hube Corey,Wat Bowkley,Pc,31-1849120
Spain,87205.01,69171.01,2020-06-18,Games,Johns And Sons,Emalia Dinse,Manuel Goudie,Tablet,45-3085595
Portugal,107716.72,86679.64,2020-01-18,Accessories,"Jacobson, Marvin And Brown",Celine Tumasian,Brynn Dempster,Mobile,61-3294149
